_id,MUNICIPALITY,LAST_NAME,FIRST_NAME,OFFICE_FILLED,VOTES_FOR_CANDIDATE,VOTES_FOR_OFFICE,ELECTED_OR_ACCLAIMED,COUNCIL_INCUMBENT,OFFICE_INCUMBENT,OFFICE_SUBJECT_TO_RECOUNT
309,Brooke-Alvinston M,McCabe,Don,Local Councillor,598,4061,Elected,No,No,No
310,Brooke-Alvinston M,Redick,Jenny,Local Councillor,587,4061,Elected,No,No,No
311,Brooke-Alvinston M,Sanders,Craig,Local Councillor,570,4061,Elected,No,No,No
312,Bruce Mines T,Patteri,Lory,Mayor,131,238,Elected,Yes,Yes,No
313,Bruce Mines T,Morin,Mariola,Local Councillor,127,831,Elected,Yes,Yes,No
314,Bruce Mines T,Orto,Jody,Local Councillor,146,831,Elected,Yes,Yes,No
315,Bruce Mines T,Rock,Shane,Local Councillor,113,831,Elected,No,No,No
316,Bruce Mines T,Stopes,Jamie,Local Councillor,138,831,Elected,No,No,No
317,"Brudenell, Lyndoch and Raglan Tp",Jahn,Valerie,Mayor,570,1047,Elected,Yes,No,No
318,"Brudenell, Lyndoch and Raglan Tp",Kauffeldt,Iris,Local Councillor,310,968,Elected,Yes,Yes,No
319,"Brudenell, Lyndoch and Raglan Tp",Quade,Kevin,Local Councillor,245,968,Elected,No,No,No
320,"Brudenell, Lyndoch and Raglan Tp",Banks,Wayne,Local Councillor,232,936,Elected,Yes,Yes,No
321,"Brudenell, Lyndoch and Raglan Tp",Keller,Sheldon,Local Councillor,319,936,Elected,Yes,No,No
322,Burk's Falls V,Hope,Chris,Mayor,176,305,Elected,No,No,No
323,Burk's Falls V,Wilson,John,Local Councillor,168,983,Elected,Yes,Yes,No
324,Burk's Falls V,Baptiste,Ryan,Local Councillor,127,983,Elected,No,No,No
325,Burk's Falls V,Brandt,Ashley,Local Councillor,142,983,Elected,No,No,No
326,Burk's Falls V,Cotton,Sean,Local Councillor,147,983,Elected,No,No,No
327,Burlington C,Meed Ward,Marianne,Mayor,30135,38661,Elected,Yes,Yes,No
328,Burlington C,Galbraith,Kelvin,Local and Regional Councillor,4155,6559,Elected,Yes,Yes,No
329,Burlington C,Kearns,Lisa,Local and Regional Councillor,4453,6201,Elected,Yes,Yes,No
330,Burlington C,Nisan,Rory,Local and Regional Councillor,3190,4988,Elected,Yes,Yes,No
331,Burlington C,Stolte,Shawna,Local and Regional Councillor,3591,7639,Elected,Yes,Yes,No
332,Burlington C,Sharman,Paul,Local and Regional Councillor,3852,6544,Elected,Yes,Yes,No
333,Burlington C,Bentivegna,Angelo,Local and Regional Councillor,3678,6019,Elected,Yes,Yes,No
334,Burpee and Mills Tp,Noland,Ken,Reeve,,,Acclaimed,Yes,Yes,
335,Burpee and Mills Tp,Hayden,Arthur F.,Local Councillor,123,605,Elected,Yes,Yes,No
336,Burpee and Mills Tp,Middleton,Kim,Local Councillor,120,605,Elected,No,No,No
337,Burpee and Mills Tp,Deeg,David,Local Councillor,92,605,Elected,No,No,No
338,Burpee and Mills Tp,Morrell,Roger,Local Councillor,84,605,Elected,No,No,No
339,Caledon T,Groves,Annette,Mayor,10270,17794,Elected,Yes,No,No
340,Caledon T,Kiernan,Lynn,Local Councillor,1524,2955,Elected,Yes,Yes,No
341,Caledon T,Sheen,Dave,Local Councillor,1559,3800,Elected,No,No,No
342,Caledon T,Maskell,Doug,Local Councillor,980,2371,Elected,No,No,No
343,Caledon T,de Boer,Nick,Local Councillor,1085,2050,Elected,Yes,Yes,No
344,Caledon T,Rosa,Tony,Local Councillor,2414,3625,Elected,Yes,Yes,No
345,Caledon T,Napoli,Cosimo,Local Councillor,1131,2541,Elected,No,No,No
346,Caledon T,Early,Christina,Local and Regional Councillor,3911,9122,Elected,Yes,No,No
347,Caledon T,Russo,Mario,Local and Regional Councillor,3365,8136,Elected,No,No,No
348,Callander M,Noon,Robb,Mayor,674,1653,Elected,Yes,Yes,No
349,Callander M,Smit,Irene,Local Councillor,818,4567,Elected,Yes,Yes,No
350,Callander M,Carr,Jordy,Local Councillor,1041,4567,Elected,Yes,Yes,No
351,Callander M,Dell,Mike,Local Councillor,833,4567,Elected,No,No,No
352,Callander M,McMartin,Grant,Local Councillor,780,4567,Elected,No,No,No
353,Calvin Tp,Gould,Richard,Mayor,292,358,Elected,No,No,No
354,Calvin Tp,Adams,Debbie,Local Councillor,197,1217,Elected,No,No,No
355,Calvin Tp,Grant,Dean,Local Councillor,172,1217,Elected,No,No,No
356,Calvin Tp,Moreton,Bill,Local Councillor,188,1217,Elected,No,No,No
357,Calvin Tp,Latimer,Robert,Local Councillor,150,1217,Elected,No,No,No
358,Cambridge C,Liggett,Jan,Mayor,12567,27190,Elected,Yes,No,No
359,Cambridge C,Hamilton,Scott,Local Councillor,1514,2228,Elected,Yes,Yes,No
360,Cambridge C,Devine,Mike,Local Councillor,2343,3803,Elected,Yes,Yes,No
361,Cambridge C,Ermeta,Nicholas,Local Councillor,2295,3633,Elected,Yes,Yes,No
362,Cambridge C,Reid,Donna,Local Councillor,1108,3158,Elected,Yes,Yes,No
363,Cambridge C,Kimpson,Corey,Local Councillor,1152,3099,Elected,No,No,No
364,Cambridge C,Earnshaw,Ross,Local Councillor,1215,3081,Elected,No,No,No
365,Cambridge C,Roberts,Sheri,Local Councillor,1550,4044,Elected,No,No,No
366,Cambridge C,Cooper,Adam,Local Councillor,1336,3793,Elected,No,No,No
367,Carleton Place T,Randell,Edward,Mayor,1962,3950,Elected,Yes,No,No
368,Carleton Place T,Seccaspina,Linda,Local Councillor,2469,17155,Elected,Yes,Yes,No
369,Carleton Place T,Atkinson,Jeff,Local Councillor,1952,17155,Elected,Yes,Yes,No
370,Carleton Place T,Comley,Dena,Local Councillor,1889,17155,Elected,No,No,No
371,Carleton Place T,Cavanagh,Sarah,Local Councillor,1655,17155,Elected,No,No,No
372,Carleton Place T,Hinton,Mark,Local Councillor,1507,17155,Elected,No,No,No
373,Carleton Place T,Tennant,Andrew,Deputy Mayor,2393,3946,Elected,Yes,No,No
374,Carling Tp,Murphy,Susan,Mayor,664,1401,Elected,Yes,No,No
375,Carling Tp,Doubrough,Al,Local Councillor,680,4597,Elected,No,No,No
376,Carling Tp,Cook,Lisa,Local Councillor,727,4597,Elected,No,No,No
377,Carling Tp,Kelly,Bruce,Local Councillor,764,4597,Elected,No,No,No
378,Carling Tp,Wing,Pam,Local Councillor,644,4597,Elected,No,No,No
379,Carlow-Mayo Tp,Wallace,Randy,Mayor,350,597,Elected,No,No,No
380,Carlow-Mayo Tp,Ruddy,Elson,Local Councillor,160,589,Elected,No,No,No
381,Carlow-Mayo Tp,Stewart,Pam,Local Councillor,215,589,Elected,No,No,No
382,Carlow-Mayo Tp,Dillabough,Richard,Local Councillor,193,504,Elected,Yes,Yes,No
383,Carlow-Mayo Tp,Stewart,Eldon,Local Councillor,226,504,Elected,Yes,Yes,No
384,Casey Tp,Labonté,Guy,Reeve,,,Acclaimed,Yes,Yes,No
385,Casey Tp,Trudel,Bruno,Local Councillor,60,243,Elected,Yes,Yes,No
386,Casey Tp,Boucher,Suzanne,Local Councillor,56,243,Elected,Yes,Yes,No
387,Casey Tp,Little,Janet,Local Councillor,46,243,Elected,Yes,Yes,No
388,Casey Tp,Dénommé,Jessie,Local Councillor,41,243,Elected,No,No,No
389,Casselman M,Lajoie,Geneviève,Mayor,1029,1797,Elected,No,No,No
390,Casselman M,Groulx,Paul,Local Councillor,1227,6260,Elected,Yes,Yes,No
391,Casselman M,LeBlanc,Francyn,Local Councillor,1107,6260,Elected,Yes,Yes,No
392,Casselman M,Charron,Anik,Local Councillor,1010,6260,Elected,No,No,No
393,Casselman M,Cléroux,Sylvain,Local Councillor,819,6260,Elected,No,No,No
394,Cavan Monaghan Tp,Graham,Matthew,Mayor,2120,3565,Elected,Yes,No,No
395,Cavan Monaghan Tp,Edgerton,Nelson,Local Councillor,470,811,Elected,No,No,No
396,Cavan Monaghan Tp,Byrne,Gerry,Local Councillor,464,1241,Elected,No,No,No
397,Cavan Monaghan Tp,Nachoff,Lance,Local Councillor,469,1513,Elected,No,No,No
398,Cavan Monaghan Tp,Huntley,Ryan,Deputy Mayor,2001,3565,Elected,Yes,No,No
399,Central Elgin M,Sloan,Andrew,Mayor,1807,4172,Elected,No,No,No
400,Central Elgin M,Graham,Michelle,Local Councillor,981,1407,Elected,No,No,No
401,Central Elgin M,Halpin,Morgaine,Local Councillor,321,906,Elected,No,No,No
402,Central Elgin M,Watson,Norman,Local Councillor,331,583,Elected,No,No,No
403,Central Elgin M,Conners,David,Local Councillor,344,567,Elected,No,No,No
404,Central Elgin M,Baughman,Dave,Local Councillor,363,617,Elected,No,No,No
405,Central Elgin M,Noble,Todd,Deputy Mayor,1740,3991,Elected,No,No,No
406,Central Frontenac Tp,Smith,Frances,Mayor,,,Acclaimed,Yes,Yes,No
407,Central Frontenac Tp,Klages,C. Lynn,Local Councillor,386,1277,Elected,No,No,No
408,Central Frontenac Tp,Kelsey,Cindy,Local Councillor,357,1277,Elected,Yes,Yes,No
409,Central Frontenac Tp,Everett,Bill,Local Councillor,296,909,Elected,No,No,No
410,Central Frontenac Tp,Meeks,Danny,Local Councillor,384,909,Elected,No,No,No
411,Central Frontenac Tp,Irwin,Susan,Local Councillor,413,1321,Elected,No,No,No
412,Central Frontenac Tp,Middleton,Craig,Local Councillor,400,1321,Elected,No,No,No
413,Central Frontenac Tp,Gowdy,Nicki,Local Councillor,429,1088,Elected,Yes,Yes,No
414,Central Frontenac Tp,Smith,Phillip,Local Councillor,280,1088,Elected,Yes,Yes,No
415,Central Huron M,Ginn,Jim,Mayor,1257,2404,Elected,Yes,Yes,No
416,Central Huron M,Colquhoun,Danny,Local Councillor,934,3926,Elected,Yes,Yes,No
417,Central Huron M,Lobb,Alison,Local Councillor,,,Acclaimed,Yes,Yes,No
418,Central Huron M,Robinson,Adam,Local Councillor,,,Acclaimed,Yes,Yes,No
419,Central Huron M,Russo,Michael,Local Councillor,,,Acclaimed,Yes,Yes,No
420,Central Huron M,Cox,Jennifer,Local Councillor,1127,3926,Elected,No,No,No
421,Central Huron M,Smith,Everett,Local Councillor,923,3926,Elected,No,No,No
422,Central Huron M,Anderson,Marg,Deputy Mayor,1477,2378,Elected,Yes,No,No
423,Central Manitoulin M,Stephens,Richard,Mayor,533,1303,Elected,Yes,Yes,No
424,Central Manitoulin M,Diebolt,Rosemarie,Local Councillor,141,428,Elected,Yes,Yes,No
425,Central Manitoulin M,Scott,William Dale,Local Councillor,,,Acclaimed,Yes,Yes,No
426,Central Manitoulin M,Stephens,Derek,Local Councillor,,,Acclaimed,Yes,Yes,No
427,Central Manitoulin M,Mitchell,Brian,Local Councillor,,,Acclaimed,No,No,No
428,Central Manitoulin M,Bisaillon,John,Local Councillor,,,Acclaimed,No,No,No
429,Central Manitoulin M,Farquhar,Linda,Local Councillor,165,428,Elected,No,No,No
430,Centre Hastings M,Deline,Tom,Mayor,,,Acclaimed,Yes,Yes,No
431,Centre Hastings M,Bonter,Jim,Local Councillor,669,,Elected,Yes,Yes,No
432,Centre Hastings M,McLaughlin,Kevin,Local Councillor,936,,Elected,Yes,Yes,No
433,Centre Hastings M,Kerby,Mike,Local Councillor,950,,Elected,Yes,Yes,No
434,Centre Hastings M,Sandford,Eric,Deputy Mayor,,,Acclaimed,Yes,Yes,No
435,Centre Wellington Tp,Watters,Shawn,Mayor,4105,9110,Elected,No,No,No
436,Centre Wellington Tp,MacDonald,Lisa,Local Councillor,1655,2072,Elected,No,No,No
437,Centre Wellington Tp,Jefferson,Kimberley,Local Councillor,592,1074,Elected,No,No,No
438,Centre Wellington Tp,Lustgarten-Evoy,Barbara,Local Councillor,786,1895,Elected,No,No,No
439,Centre Wellington Tp,Adams,Jennifer,Local Councillor,1275,1703,Elected,No,No,No
440,Centre Wellington Tp,Wilton,Bronwynne,Local Councillor,1087,1321,Elected,No,No,No
441,Centre Wellington Tp,Craddock,Denis,Local Councillor,412,746,Elected,No,No,No
442,Chamberlain Tp,Stewart,Kerry,Reeve,,,Acclaimed,Yes,Yes,
443,Chamberlain Tp,Guenette,Gerard,Local Councillor,,,Acclaimed,Yes,Yes,
444,Chamberlain Tp,Osborne,Kelly,Local Councillor,,,Acclaimed,Yes,Yes,
445,Chamberlain Tp,Knott,Bruce,Local Councillor,,,Acclaimed,No,No,
446,Chamberlain Tp,Giesen,Tracey,Local Councillor,,,Acclaimed,No,No,
447,Champlain Tp,Riopel,Normand,Mayor,,,Acclaimed,Yes,Yes,No
448,Champlain Tp,Barton,Peter,Local Councillor,619,1362,Elected,Yes,Yes,No
449,Champlain Tp,Duval,Paul Emile,Local Councillor,636,1362,Elected,No,No,No
450,Champlain Tp,Lalonde,Michel,Local Councillor,,,Acclaimed,Yes,Yes,No
451,Champlain Tp,Roy,André,Local Councillor,,,Acclaimed,Yes,Yes,No
452,Champlain Tp,Burroughs,Paul,Local Councillor,572,1400,Elected,No,No,No
453,Champlain Tp,Clément,Ginette,Local Councillor,369,1400,Elected,No,No,No
454,Champlain Tp,Bigelow,Sarah,Local Councillor,,,Acclaimed,Yes,Yes,No
455,Champlain Tp,Miner,Gérard 'Gerry',Local Councillor,,,Acclaimed,Yes,Yes,No
456,Chapleau Tp,Bignucolo,Ryan,Mayor,,,Acclaimed,No,No,
457,Chapleau Tp,Bernier,Lisi,Local Councillor,,,Acclaimed,Yes,Yes,
458,Chapleau Tp,Ansara,Catherine,Local Councillor,,,Acclaimed,No,No,
459,Chapleau Tp,Bernier,Paul,Local Councillor,,,Acclaimed,No,No,
460,Chapleau Tp,Lambruschini,Alex,Local Councillor,,,Acclaimed,No,No,
461,Chapple Tp,Gibson,James,Reeve,,,Acclaimed,Yes,No,No
462,Chapple Tp,Neilson,Rick,Local Councillor,69,81,Elected,Yes,Yes,No
463,Chapple Tp,Schram,Philip,Local Councillor,77,81,Elected,Yes,Yes,No
464,Chapple Tp,Wilson,Ken,Local Councillor,67,81,Elected,Yes,Yes,No
465,Chapple Tp,Neilson,Trish,Local Councillor,51,81,Elected,No,No,No
466,Charlton-Dack M,Parkin,Sandra,Reeve,,,Acclaimed,Yes,No,No
467,Charlton-Dack M,Laurila,William Jr.,Local Councillor,,,Acclaimed,Yes,Yes,No
468,Charlton-Dack M,Veerman,Debbie,Local Councillor,,,Acclaimed,Yes,Yes,No
469,Charlton-Dack M,Brownlee,Christine,Local Councillor,,,Acclaimed,No,No,No
470,Charlton-Dack M,Saunders,Gordon,Local Councillor,,,Acclaimed,No,No,No
471,Chatham-Kent M,Canniff,Darrin,Mayor,17981,23933,Elected,Yes,Yes,No
472,Chatham-Kent M,Bondy,Michael,Local Councillor,5146,51522,Elected,Yes,Yes,No
473,Chatham-Kent M,Ceccacci,Anthony,Local Councillor,3214,11439,Elected,Yes,Yes,No
474,Chatham-Kent M,Crew,Marjorie,Local Councillor,5056,51522,Elected,Yes,Yes,No
475,Chatham-Kent M,Finn,Amy,Local Councillor,3900,51522,Elected,Yes,Yes,No
476,Chatham-Kent M,Hall,Aaron,Local Councillor,,,Acclaimed,Yes,Yes,No
477,Chatham-Kent M,Harrigan,Melissa,Local Councillor,1399,3802,Elected,Yes,Yes,No
478,Chatham-Kent M,McGrail,Jamie,Local Councillor,1506,5375,Elected,Yes,Yes,No
479,Chatham-Kent M,McGregor,Carmen,Local Councillor,,,Acclaimed,Yes,Yes,No
480,Chatham-Kent M,McGregor,Brock,Local Councillor,5329,51522,Elected,Yes,Yes,No
481,Chatham-Kent M,Pinsonneault,Steve,Local Councillor,2049,5468,Elected,Yes,Yes,No
482,Chatham-Kent M,Thompson,Trevor,Local Councillor,2909,11439,Elected,Yes,Yes,No
483,Chatham-Kent M,Wright,John,Local Councillor,1727,5468,Elected,Yes,Yes,No
484,Chatham-Kent M,Anderson,Lauren,Local Councillor,1331,3802,Elected,No,No,No
485,Chatham-Kent M,Doyle,Ryan,Local Councillor,2083,11439,Elected,No,No,No
486,Chatham-Kent M,Jubenville,Rhonda,Local Councillor,1046,5375,Elected,No,No,No
487,Chatham-Kent M,Allin,Conor,Local Councillor,5095,51522,Elected,No,No,No
488,Chatham-Kent M,Storey,Alysson,Local Councillor,4776,51522,Elected,No,No,No
489,Chatsworth Tp,Mackey,Scott,Mayor,1870,2230,Elected,Yes,Yes,No
490,Chatsworth Tp,Greig,Shawn,Local Councillor,,,Acclaimed,Yes,Yes,
491,Chatsworth Tp,Thompson,Elizabeth,Local Councillor,,,Acclaimed,Yes,Yes,
492,Chatsworth Tp,Whitten,Peter James,Local Councillor,,,Acclaimed,No,No,
493,Chatsworth Tp,McKay,Terry,Deputy Mayor,1221,2215,Elected,No,No,No
494,Chisholm Tp,Degagne,Gail,Mayor,,,Acclaimed,Yes,Yes,No
495,Chisholm Tp,Kerr,Bernadette,Local Councillor,230,1350,Elected,Yes,Yes,No
496,Chisholm Tp,Scarfone,Nunzio,Local Councillor,235,1350,Elected,Yes,Yes,No
497,Chisholm Tp,Riley,Claire,Local Councillor,240,1350,Elected,No,No,No
498,Chisholm Tp,Sharp,Paul,Local Councillor,263,1350,Elected,No,No,No
499,Clarence-Rockland C,Zanth,Mario,Mayor,4874,8901,Elected,Yes,Yes,No
500,Clarence-Rockland C,Cyr,Kyle,Local Councillor,727,1410,Elected,Yes,Yes,No
501,Clarence-Rockland C,Fournier,Stephane,Local Councillor,852,1103,Elected,No,No,No
502,Clarence-Rockland C,Grimard,Carl,Local Councillor,,,Acclaimed,Yes,Yes,
503,Clarence-Rockland C,Cardarelli,Samuel,Local Councillor,780,1438,Elected,Yes,Yes,No
504,Clarence-Rockland C,Lalonde,André J.,Local Councillor,426,947,Elected,Yes,Yes,No
505,Clarence-Rockland C,Peladeau-Houle,Simon-Olivier,Local Councillor,450,698,Elected,No,No,No
506,Clarence-Rockland C,Stewart,Trevor,Local Councillor,777,1073,Elected,No,No,No
507,Clarence-Rockland C,Choiniere,Diane,Local Councillor,443,868,Elected,Yes,Yes,No
508,Clarington M,Foster,Adrian,Mayor,8607,20505,Elected,Yes,Yes,No
509,Clarington M,Elhajjeh,Sami,Local Councillor,2800,6442,Elected,No,No,No
510,Clarington M,Rang,Lloyd,Local Councillor,2795,5961,Elected,No,No,No
511,Clarington M,Traill,Corinna,Local Councillor,2115,3978,Elected,Yes,Yes,No
512,Clarington M,Zwart,Margaret,Local Councillor,2103,4124,Elected,Yes,Yes,No
513,Clarington M,Anderson,Granville,Local and Regional Councillor,5290,12403,Elected,Yes,Yes,No
514,Clarington M,Woo,Willie,Local and Regional Councillor,,,Acclaimed,No,No,No
515,Clearview Tp,Measures,Doug,Mayor,,,Acclaimed,Yes,Yes,
516,Clearview Tp,Dineen,Phyllis,Local Councillor,606,788,Elected,Yes,Yes,
517,Clearview Tp,McArthur,Robert,Local Councillor,618,1029,Elected,No,No,
518,Clearview Tp,Broderick,John,Local Councillor,307,734,Elected,Yes,Yes,
519,Clearview Tp,Walker,Robert,Local Councillor,311,751,Elected,Yes,Yes,
520,Clearview Tp,Beelen,Marty,Local Councillor,532,739,Elected,No,No,
521,Clearview Tp,Van Staveren,Paul,Deputy Mayor,2402,4033,Elected,No,No,
522,Cobalt T,Gibson,Mita,Mayor,135,369,Elected,No,No,No
523,Cobalt T,Hughes,Garry,Local Councillor,192,1666,Elected,Yes,Yes,No
524,Cobalt T,Anderson,Pat,Local Councillor,150,1666,Elected,Yes,Yes,No
525,Cobalt T,Wilcox,Douglas,Local Councillor,193,1666,Elected,Yes,Yes,No
526,Cobalt T,Starchuk,Jim,Local Councillor,190,1666,Elected,No,No,No
527,Cobalt T,Cooper,Harry,Local Councillor,161,1666,Elected,No,No,No
528,Cobalt T,Hunter,Angela Tamara,Local Councillor,159,1666,Elected,No,No,No
529,Cobourg T,Cleveland,Lucas,Mayor,3391,6757,Elected,No,No,No
530,Cobourg T,Bureau,Adam,Local Councillor,4111,27305,Elected,Yes,Yes,No
531,Cobourg T,Darling,Brian,Local Councillor,3761,27305,Elected,Yes,Yes,No
532,Cobourg T,Burchat,Aaron,Local Councillor,3412,27305,Elected,Yes,Yes,No
533,Cobourg T,Mutton,Miriam,Local Councillor,3260,27305,Elected,No,No,No
534,Cobourg T,Barber,Randy,Local Councillor,2532,27305,Elected,No,No,No
535,Cobourg T,Beatty,Nicole,Deputy Mayor,3817,6740,Elected,Yes,No,No
536,Cochrane T,Politis,Peter,Mayor,1397,2036,Elected,No,No,No
537,Cochrane T,Hoogenhoud,Rodney,Local Councillor,1445,9166,Elected,Yes,Yes,No
538,Cochrane T,Brunet,Daniel,Local Councillor,1321,9166,Elected,No,No,No
539,Cochrane T,Recoskie,Marck H.,Local Councillor,1414,9166,Elected,No,No,No
540,Cochrane T,Nelson,Susan Daisy,Local Councillor,1171,9166,Elected,No,No,No
541,Cochrane T,Charron-Lemieux,Sylvie,Local Councillor,1493,9166,Elected,No,No,No
542,Cochrane T,Bouvier,France,Local Councillor,1219,9166,Elected,No,No,No
543,Cockburn Island Tp,Jones,Brenda,Mayor,65,128,Elected,Yes,Yes,No
544,Cockburn Island Tp,Stewart,Scott,Local Councillor,68,129,Elected,Yes,Yes,No
545,Cockburn Island Tp,Chappell,Lee,Local Councillor,70,129,Elected,No,No,No
546,Cockburn Island Tp,House,Jeff,Local Councillor,107,129,Elected,No,No,No
547,Cockburn Island Tp,Lacombe,Simon,Local Councillor,62,129,Elected,No,No,No
548,Coleman Tp,Cleroux,Dan,Mayor,235,442,Elected,Yes,Yes,No
549,Coleman Tp,Cote,Susan,Local Councillor,259,1768,Elected,Yes,Yes,No
550,Coleman Tp,Perry,Lois,Local Councillor,238,1768,Elected,Yes,Yes,No
551,Coleman Tp,Lubbock,Marilyn,Local Councillor,197,1768,Elected,No,No,No
552,Coleman Tp,O'Reilly,Chris,Local Councillor,196,1768,Elected,No,No,No
553,Collingwood T,Hamlin,Yvonne,Mayor,3469,8692,Elected,Yes,No,No
554,Collingwood T,Jeffery,Kathy,Local Councillor,5615,44855,Elected,Yes,Yes,No
555,Collingwood T,Doherty,Deb,Local Councillor,5350,44855,Elected,Yes,Yes,No
556,Collingwood T,Houston,Brandon,Local Councillor,4822,44855,Elected,No,No,No
557,Collingwood T,Potts,Chris,Local Councillor,4267,44855,Elected,No,No,No
558,Collingwood T,Ring,Rob,Local Councillor,4032,44855,Elected,No,No,No
559,Collingwood T,Baines,Christopher,Local Councillor,3854,44855,Elected,No,No,No
560,Collingwood T,Perry,Steve,Local Councillor,3351,44855,Elected,No,No,No
561,Collingwood T,Fryer,Tim,Deputy Mayor,5804,8270,Elected,No,No,No
562,Conmee Tp,Maxwell,Sheila,Mayor,156,218,Elected,Yes,Yes,No
563,Conmee Tp,Arnold,Grant,Local Councillor,166,759,Elected,Yes,Yes,No
564,Conmee Tp,Halvorsen,David,Local Councillor,121,759,Elected,No,No,No
565,Conmee Tp,Kresack,Christopher Allen,Local Councillor,129,759,Elected,No,No,No
566,Conmee Tp,Maxwell,David,Local Councillor,146,759,Elected,No,No,No
567,Cornwall C,Towndale,Justin,Mayor,5169,,Elected,Yes,No,No
568,Cornwall C,Good,Sarah,Local Councillor,5478,,Elected,No,No,No
569,Cornwall C,Hébert,Carilyne,Local Councillor,4439,,Elected,Yes,Yes,No
570,Cornwall C,MacDonald,Elaine,Local Councillor,3880,,Elected,Yes,Yes,No
571,Cornwall C,Hollingsworth,Dean,Local Councillor,3480,,Elected,Yes,Yes,No
572,Cornwall C,Bennett,Todd,Local Councillor,3312,,Elected,Yes,Yes,No
573,Cornwall C,Dupelle,Maurice,Local Councillor,3302,,Elected,Yes,Yes,No
574,Cornwall C,McIntosh,Claude,Local Councillor,3217,,Elected,Yes,Yes,No
575,Cornwall C,Sabourin,Denis,Local Councillor,2859,,Elected,No,No,No
576,Cornwall C,Gardiner,Syd,Local Councillor,2738,,Elected,Yes,Yes,No
577,Cornwall C,Ngoundjo,Fred,Local Councillor,2719,,Elected,No,No,No
578,Cramahe Tp,Martin,Mandy,Mayor,,,Acclaimed,Yes,Yes,No
579,Cramahe Tp,Hamilton,Sherry,Local Councillor,731,3486,Elected,No,No,No
580,Cramahe Tp,Schriver,Joel,Local Councillor,609,3486,Elected,No,No,No
581,Cramahe Tp,Van Egmond,Edward,Local Councillor,664,3486,Elected,Yes,Yes,No
582,Cramahe Tp,Arthur,Sandra,Deputy Mayor,,,Acclaimed,Yes,Yes,No
583,Dawn-Euphemia Tp,Broad,Alan,Mayor,,,Acclaimed,Yes,Yes,No
584,Dawn-Euphemia Tp,Gray,Ann,Local Councillor,,,Acclaimed,Yes,Yes,No
585,Dawn-Euphemia Tp,McGuire,Mark,Local Councillor,,,Acclaimed,Yes,Yes,No
586,Dawn-Euphemia Tp,Meyer,Jason,Local Councillor,,,Acclaimed,Yes,Yes,No
587,Dawn-Euphemia Tp,LeBoeuf,Paul,Local Councillor,,,Acclaimed,No,No,No
588,Dawson Tp,Hartnell,Douglas,Mayor,,,Acclaimed,Yes,No,No
589,Dawson Tp,Langner,Bill,Local Councillor,78,112,Elected,Yes,No,
590,Dawson Tp,Larocque,Cory,Local Councillor,57,112,Elected,Yes,Yes,
591,Dawson Tp,Sands,Brent,Local Councillor,51,112,Elected,Yes,Yes,
592,Dawson Tp,Kempf,Lewis,Local Councillor,57,112,Elected,No,No,
593,Deep River T,Doncaster,Glenn,Reeve (Not Head Of Council),949,,Elected,Yes,Yes,No
594,Deep River T,D'Eon,Suzanne,Mayor,,,Acclaimed,Yes,Yes,No
595,Deep River T,Fitton,William,Local Councillor,1109,,Elected,Yes,Yes,No
596,Deep River T,Hughes,Kathy,Local Councillor,1001,,Elected,Yes,Yes,No
597,Deep River T,Giardini,Christina Louise,Local Councillor,995,,Elected,Yes,Yes,No
598,Deep River T,Vaughan,Tom,Local Councillor,991,,Elected,No,No,No
599,Deep River T,Myers,Terry,Local Councillor,990,,Elected,Yes,Yes,No
600,Deseronto T,Johnston,Dan,Mayor,,,Acclaimed,Yes,Yes,No
601,Deseronto T,Clark,Norman,Local Councillor,167,743,Elected,Yes,Yes,Yes
602,Deseronto T,Smith,Kevin,Local Councillor,149,743,Elected,Yes,Yes,Yes
603,Deseronto T,Zieman,Jamie,Local Councillor,126,743,Elected,No,No,Yes
604,Deseronto T,Everhardus,Steven,Deputy Mayor,,,Acclaimed,Yes,Yes,No
